50.7200;51.1300;50.5100;51.0700;18182200
51.1400;52.0900;51.1000;51.9200;17859300
52.0100;52.2750;51.6800;52.1500;19485300
52.4100;52.8550;52.1400;52.5900;20568000
52.6300;52.9600;52.5100;52.7400;19215900
52.9400;53.6200;52.9300;53.2000;43670700
53.2700;53.9350;53.0900;53.5100;19073800
53.7900;54.0000;53.1400;53.3100;20596400
53.1600;53.8700;52.8550;53.2600;21140800
53.0800;54.2300;53.0400;53.9400;20082700
53.9100;54.1400;52.7000;52.7400;23938500
52.7000;52.9300;52.2450;52.7300;18774900
53.1900;53.4850;53.0000;53.2300;17742700
53.3000;53.6592;52.7400;53.1400;20447500
53.1900;53.6900;53.0200;53.3600;13095000
53.7000;54.0000;53.3600;53.9900;19582300
54.4750;55.0207;54.3900;54.9800;19741700
55.0010;55.4100;54.9700;55.2900;17264000
55.4600;55.8000;55.0700;55.6300;21110400
55.3700;55.6800;54.8600;55.1400;16412100
55.2500;55.6100;55.1300;55.2100;13817500
55.2000;55.5600;54.7900;55.4900;13862800
55.0800;55.4200;54.8575;55.1800;15508400
55.1100;55.8400;55.1100;55.8200;13460200
55.9274;55.9500;55.3050;55.6000;13186000
55.9300;56.3550;55.7900;56.2900;14331700
56.4000;56.6100;56.2350;56.5600;12198400
56.6200;57.5250;56.6100;56.9500;19718300
57.1800;57.3200;56.2850;56.3100;26093600
56.6300;56.6950;56.1100;56.4000;18332000
56.1600;56.6000;56.1000;56.3400;11951500
56.4300;56.6950;56.2000;56.6900;18796600
56.6400;57.1500;56.5800;56.8800;13212000
56.4600;56.7800;56.0100;56.3300;15526900
56.0200;56.3700;55.6800;55.8800;18010900
55.6650;56.2200;55.5500;56.1300;16259500
56.0000;56.1200;55.5300;55.9500;20846000
56.0000;56.3500;55.5100;55.5800;17648500
55.4800;55.8900;54.8200;54.9400;24220600
54.6400;54.9900;54.1800;54.9400;26887100
53.8600;54.7600;53.5600;54.5900;17025900
53.8600;54.2400;52.9400;53.4500;25289700
53.1700;53.9400;53.1300;53.4700;21525100
52.8200;53.2100;52.2300;52.9200;24322800
52.6100;53.5500;51.9500;53.3600;21795900
51.8300;52.2600;51.0600;51.3000;28869900
51.4500;52.4400;51.3800;52.0200;25478300
51.7600;52.7100;51.6900;52.4400;30577200
54.2700;56.4000;54.1200;55.9300;46057800
55.7800;56.8300;55.5200;56.3500;27299300
55.7999;56.3900;55.5510;56.0100;21004100
56.6800;56.7500;56.1300;56.5200;18562300
56.2200;56.3000;55.6700;55.6900;19479200
54.9100;55.0100;53.9400;54.1900;22734200
54.5700;54.6700;54.0600;54.3700;13057600
54.7351;55.0300;53.8200;53.9300;29769200
53.5500;53.5500;52.8550;53.1800;19762100
53.4400;53.7800;53.3350;53.5700;12954300
52.7900;52.8800;52.0100;52.0300;20480400
52.0500;52.5650;51.4850;51.7800;22380500
52.4800;53.6350;52.4100;53.2300;21689300
53.8500;54.7900;53.7500;54.7500;22521900
54.8900;55.3000;54.2100;55.1000;15927300
55.4100;56.3000;55.0300;55.9300;17394900
56.1400;56.6500;55.9600;56.4200;16871000
56.7400;57.5600;56.7300;57.1100;26723700
56.0500;56.5850;55.6500;55.8600;23183000
55.9200;56.2650;55.7800;56.1700;15785300
55.9900;56.0150;54.6600;54.7500;22530500
54.9900;55.4700;54.8600;55.4000;20392600
56.0700;56.6500;55.7500;56.0500;21173200
56.0400;56.3700;55.7751;56.1300;21096300
57.0000;57.5350;56.6800;57.4100;20969800
57.4100;58.1500;56.9800;57.0300;57588800
57.2500;57.2900;56.6900;57.1800;17794100
57.0600;57.2000;56.0100;56.0800;25520600
56.5400;57.0450;56.3600;56.6000;19286100
56.9400;57.2511;55.4700;55.7300;23959900
55.9100;55.9800;54.0250;54.7300;103123400
55.2600;55.3500;54.2250;54.7400;28410000
54.8300;55.9200;54.7760;55.8100;20307100
55.7700;56.5400;55.5400;56.4800;13866800
56.0000;56.7300;55.7100;56.6000;14273900
56.2500;56.4800;55.9600;56.1900;15835100
56.3700;56.6900;56.0400;56.3400;19564000
56.6900;57.6500;56.6000;57.1300;19362600
57.3700;57.6200;56.9207;57.3000;15994600
57.5800;57.9900;57.5700;57.9500;13660400
58.0000;58.2298;57.8700;58.0500;8809700
58.1300;58.2600;57.4600;57.6200;11501100
57.5700;57.7900;57.1900;57.2100;9266900
57.0500;57.7900;56.9000;57.7400;10287400
57.8100;58.0663;57.3200;57.3600;13882400
57.4624;58.0100;57.3700;57.7300;10485600
58.0600;58.1000;57.4800;57.7100;12692200
57.5800;57.6800;57.1100;57.2300;18177000
57.3600;57.5000;56.3700;56.6200;15127200
56.6800;56.8400;56.3700;56.5300;15243000
56.6900;57.1500;56.5400;56.9300;12051100
56.8500;56.9000;56.3500;56.4700;9623400
56.3300;56.8300;54.9000;55.4000;17441200
55.8400;56.8900;55.1600;55.3900;19020600
54.2200;54.3185;52.5800;53.2500;29021900
52.3900;52.5400;50.9400;51.3700;29931800
51.9500;52.7300;51.6000;52.6000;20708400
51.8300;52.4900;51.2100;52.3400;24128600
52.7900;53.3600;52.5900;53.1600;26093500
52.7800;52.8650;52.0400;52.4300;17425000
52.2700;52.3550;51.3400;51.5400;16388300
51.4700;53.0720;51.2000;52.7200;21499500
52.1200;52.1200;50.1300;50.6100;28688100
47.3600;47.9400;46.0000;46.2500;61129100
46.4200;47.3600;46.4000;46.9600;24471800
47.9000;48.6000;47.4900;48.5000;26384800
48.5400;48.5900;47.9200;47.9300;18201600
48.5000;48.9300;48.3600;48.7700;18365400
49.2400;49.3300;47.9400;48.1800;21515100
47.9000;48.5200;46.4300;46.6100;25871100
47.0500;47.2700;46.6700;47.1000;14820100
47.5400;47.6500;46.6900;46.7900;20859000
46.5300;46.9600;46.2400;46.8700;11187600
47.5900;47.9100;47.1100;47.2700;14733400
47.5200;47.5700;46.5500;46.8100;19248400
46.6300;46.9700;46.2000;46.5000;17009400
47.0200;47.4100;46.8900;47.3200;13691300
48.0200;48.7100;47.7800;48.4200;18434200
48.6500;48.9900;48.2700;48.8400;17939100
48.9700;49.0100;48.4600;48.5800;21175100
48.5700;49.3500;47.9500;49.2100;16119200
49.9500;50.0700;49.3300;50.0300;18656000
50.2800;50.3000;49.4100;49.9300;16546700
50.0100;50.2200;49.7600;50.0300;15867800
49.8000;50.1800;49.7900;49.9600;13025600
49.9800;50.0200;49.1800;49.4100;16070600
49.4700;49.7400;48.7800;49.3400;12563800
49.3500;49.9200;49.0400;49.1900;15349400
49.2900;49.8700;48.8700;49.6000;48301300
49.6600;49.7500;49.2800;49.4200;16450000
49.7500;50.2000;48.9300;49.1200;26717200
49.0500;49.7700;48.5800;49.6100;14013500
49.4300;49.4900;48.2600;48.8300;20172900
49.0000;49.4700;48.6000;48.8400;16065300
48.9500;49.6600;48.9500;49.4100;14903600
49.6500;49.8700;47.3600;47.7400;24185600
47.3500;47.3800;46.0100;46.5600;30722400
46.3200;47.0800;45.7000;47.0600;15915500
47.2500;47.6300;46.9500;47.5200;16718800
47.4700;48.1300;47.3200;47.7700;14625200
47.5000;47.5400;46.3500;46.3900;23022400
46.9200;47.1700;46.6600;46.8400;16768600
46.0500;46.2300;45.5500;46.1500;24698500
46.6700;47.3000;46.4600;46.5600;25153600
46.5500;46.5500;46.0000;46.0500;15076900
46.2500;46.5800;46.0350;46.3600;17008970
